"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"61","Milan Lucic","CGY","L","59","669.83333333333","11.353107344633","0.09","0.81","0.54","0.27","0.9","34.48","4.39","2.04","0.4","8.69","6.45","5.2","1.97","0.27","0.81","2.15","0.81","0.63","0.18","0","0.45","2.69","1.34","13.88","6.18","1.43","1.25","2.15","3.30"
"308","Andre Burakovsky","COL","L","56","677.28333333333","12.094345238095","1.42","1.24","0.8","0.44","2.66","73.17","6.38","22.22","0.47","11.69","8.33","6.64","1.95","0.53","0.27","1.06","0.53","0.53","0","0","0.71","2.21","1.95","2.3","6.11","2.92","0.44","0.71","3.41"
"66","Phil Kessel","ARI","C, R","63","817.2","12.971428571429","0.29","0.73","0.51","0.22","1.03","63.64","6.83","4.30","0.47","12.19","9.32","5.51","1.91","0.44","0.51","1.03","0.51","0.51","0","0","0.15","2.28","1.17","0.66","2.72","1.4","0.15","0.29","2.45"
"358","Nick Schmaltz","ARI","C","63","774.33333333333","12.291005291005","0.46","1.7","1.08","0.62","2.17","73.68","5.11","9.09","0.4","9.07","6.66","4.42","1.86","0.15","0.62","0.93","0.46","0.46","0","0","0.46","1.7","3.18","0.7","3.33","2.4","10.15","12.86","3.42"
"301","Mattias Janmark","DAL","C","53","616.11666666667","11.624842767296","0.29","0.68","0.29","0.39","0.97","58.82","5.55","5.26","0.47","9.74","7.69","5.26","1.85","0.49","0.68","0.58","0.29","0.29","0","0","0.19","2.05","1.46","1.46","4.77","2.43","2.34","2.34","4.87"
"2","Joe Thornton","S.J","C","59","749.28333333333","12.699717514124","0.08","1.44","0.64","0.8","1.52","67.86","3.52","2.27","0.33","5.69","4.72","3.76","1.84","0.08","0.56","0.8","0.4","0.4","0","0","0.24","1.52","3.68","1.2","1.68","1.76","18.5","19.86","3.86"
"313","J.T. Compher","COL","L","56","627.91666666667","11.212797619048","0.67","1.05","0.57","0.48","1.72","60.00","6.02","11.11","0.54","10.61","8.12","6.21","1.82","0.19","0.29","1.34","0.67","0.67","0","0","0.96","1.05","1.05","2.48","5.26","3.34","16.63","17.01","4.72"
"274","Colton Sissons","NSH","C","47","528.8","11.251063829787","0.68","0.57","0.57","0","1.25","61.11","4.08","16.67","0.38","6.81","5.9","3.74","1.82","0.11","0.34","1.13","0.57","0.57","0","0","0.23","1.7","1.13","7.38","3.4","2.5","21.9","19.97","5.93"
"350","Nikolaj Ehlers","WPG","L","61","873.33333333333","14.31693989071","0.96","1.58","1.17","0.41","2.54","94.87","9.55","10.07","0.59","17.45","12.57","8.04","1.79","0.62","0.82","1.17","0.48","0.41","0.07","0","1.65","1.92","1.37","1.99","4.67","1.65","0","0.14","0.00"
"32","Travis Zajac","N.J","C","59","784.71666666667","13.300282485876","0.38","0.92","0.31","0.61","1.3","54.84","3.75","10.20","0.35","6.5","5.43","3.98","1.76","0.15","0.15","1.22","0.61","0.61","0","0","0.31","1.07","1.53","3.75","2.37","1.84","30.05","25.38","4.14"
"332","Alexander Wennberg","CBJ","C","52","634.08333333333","12.19391025641","0.38","1.04","0.47","0.57","1.42","68.18","4.54","8.33","0.32","6.81","5.87","3.97","1.61","0","0.38","0.76","0.38","0.38","0","0","0.95","1.7","1.23","1.23","4.92","2.46","22.8","23.85","4.63"
"230","Dougie Hamilton","CAR","D","47","781.46666666667","16.62695035461","0.69","0.84","0.54","0.31","1.54","51.28","8.98","7.69","0.42","16.89","12.59","5.76","1.46","0.69","1.38","1.84","0.92","0.92","0","0","0.31","2.15","1.15","3.61","1.84","3.61","0","0","-"
"388","Pavel Zacha","N.J","C","55","642.26666666667","11.677575757576","0.28","1.21","0.65","0.56","1.49","61.54","4.2","6.67","0.32","6.26","5.32","3.92","1.4","0.19","0.19","0.93","0.47","0.47","0","0","0.93","2.15","1.59","3.55","3.46","0.93","15.97","20.65","4.08"
"127","Mike Hoffman","FLA","C, L","60","729.88333333333","12.164722222222","0.9","0.82","0.33","0.49","1.73","75.00","7.48","12.09","0.44","13.73","9.86","5.51","1.4","0.41","0.49","1.32","0.66","0.66","0","0","0.74","2.47","1.73","2.22","2.88","1.32","0.33","0.33","4.11"
"85","David Perron","STL","L","60","874.11666666667","14.568611111111","0.62","1.03","0.69","0.34","1.65","58.54","5.56","11.11","0.48","11.05","8.51","5.7","1.37","0.07","0.55","2.33","1.17","1.17","0","0","0.76","1.65","1.85","4.12","3.91","0.89","0.14","0.21","2.75"
"10","Frans Nielsen","DET","C","51","546.61666666667","10.717973856209","0.22","0.22","0.11","0.11","0.44","44.44","6.48","3.39","0.43","9.77","8.01","4.5","1.21","0.11","0.55","0.66","0.33","0.33","0","0","0.44","0.99","0.77","3.73","6.59","2.2","18.11","20.09","5.20"
"469","Cale Makar","COL","D","51","816.75","16.014705882353","0.59","1.32","0.66","0.66","1.91","48.15","5.14","11.43","0.27","10.06","6.91","3.89","1.18","0.37","0.51","0.59","0.29","0.29","0","0","0.22","1.91","2.06","2.72","2.64","3.01","0","0","-"
"409","Zach Werenski","CBJ","D","54","964","17.851851851852","0.56","0.56","0.19","0.37","1.12","42.86","6.97","8.04","0.35","12.88","9.4","4.05","1.12","0.12","0.75","0.5","0.25","0.25","0","0","0.12","2.18","1.12","1.93","3.8","2.24","0","0","-"
"355","Travis Sanheim","PHI","D","60","981.81666666667","16.363611111111","0.43","0.55","0.37","0.18","0.98","33.33","5.13","8.33","0.28","10.33","6.72","2.99","1.1","0.18","0.43","1.22","0.61","0.61","0","0","0.43","2.2","0.73","2.02","4.64","3.18","0","0","-"
"357","Tony DeAngelo","NYR","D","57","870.26666666667","15.26783625731","0.48","1.38","0.69","0.69","1.86","54.00","5.79","8.33","0.31","10.89","8.2","3.17","1.03","0.14","0.48","1.52","0.76","0.76","0","0","0.28","3.65","0.69","2.62","3.79","3.1","0","0","-"
"447","Victor Mete","MTL","D","51","757.98333333333","14.862418300654","0.32","0.47","0.4","0.08","0.79","30.30","4.51","7.02","0.23","9.42","6.17","3.72","1.03","0.24","0.71","1.27","0.55","0.55","0","0","0.4","2.45","0.55","1.35","6.1","4.35","0","0","-"
"435","Adam Fox","NYR","D","59","920.16666666667","15.59604519774","0.26","0.65","0.52","0.13","0.91","28.57","5.28","4.94","0.31","10.56","7.56","4.43","0.98","0.13","0.65","0.91","0.46","0.46","0","0","0.26","2.67","2.87","1.7","4.63","4.5","0","0","-"
"467","Miro Heiskanen","DAL","D","59","1049.7166666667","17.791807909605","0.17","0.97","0.63","0.34","1.14","52.63","5.72","3.00","0.32","11.83","7.6","4.57","0.97","0.29","0.57","0.34","0.17","0.17","0","0","0.51","3.26","1.66","1.77","4.92","2.8","0","0","-"
"103","Alex Pietrangelo","STL","D","60","1076.1833333333","17.936388888889","0.39","0.84","0.39","0.45","1.23","36.67","7.47","5.22","0.31","13.38","9.87","3.9","0.95","0.39","0.56","0.67","0.33","0.33","0","0","0.33","1.73","1.9","1.67","5.07","3.46","0","0","-"
"124","Jared Spurgeon","MIN","D","52","848.05","16.308653846154","0.28","0.64","0.35","0.28","0.92","34.21","5.38","5.26","0.25","11.89","8.07","3.25","0.92","0.14","0.92","0.57","0.28","0.28","0","0","0.35","0.85","0.35","2.55","3.25","3.89","0","0","-"
"391","Vince Dunn","STL","D","60","862.63333333333","14.377222222222","0.28","0.35","0.21","0.14","0.63","20.93","7.03","3.96","0.28","13.08","8.69","4.31","0.9","0.21","0.42","0.7","0.35","0.35","0","0","0.35","1.39","0.7","2.92","5.22","2.43","0","0","-"
"309","Shea Theodore","VGK","D","61","1068.2666666667","17.512568306011","0.39","0.67","0.11","0.56","1.07","42.22","7.25","5.43","0.34","15.39","10.33","4.38","0.84","0.22","1.29","0.56","0.28","0.28","0","0","0.34","2.13","2.36","0.95","4.94","2.53","0","0","-"
"113","Roman Josi","NSH","D","59","1117.8166666667","18.94604519774","0.43","1.34","0.86","0.48","1.77","50.77","7.25","5.93","0.35","15.73","10.14","5.9","0.81","0.32","0.91","1.56","0.7","0.64","0.05","0","0.54","2.47","1.13","1.93","4.19","3.86","0","0","-"
"344","Aaron Ekblad","FLA","D","58","1040.0166666667","17.93132183908","0.23","1.33","0.87","0.46","1.56","43.55","6","3.85","0.28","10.56","7.62","2.83","0.81","0.17","0.69","0.58","0.29","0.29","0","0","0.35","3.29","1.62","1.44","2.54","3.4","0","0","-"
"167","Justin Holl","TOR","D","59","918.98333333333","15.575988700565","0.07","0.91","0.33","0.59","0.98","35.71","4.9","1.33","0.23","10.25","6.99","2.94","0.78","0.33","0.78","2.29","1.04","0.98","0.07","0","0.13","2.94","0.98","4.24","7.38","3.53","0","0","-"
"20","Brent Burns","S.J","D","59","1103.8833333333","18.70988700565","0.38","0.87","0.49","0.38","1.25","46.00","6.79","5.60","0.25","16.2","9.89","3.59","0.76","0.11","1.63","0.98","0.49","0.49","0","0","0.27","2.88","1.63","2.99","1.63","3.59","0","0","-"
"136","Victor Hedman","T.B","D","58","992.08333333333","17.104885057471","0.36","1.03","0.73","0.3","1.39","38.98","5.32","6.82","0.31","11.55","8.16","3.45","0.73","0.3","0.79","1.03","0.42","0.36","0.06","0","0.3","1.57","1.75","3.33","3.51","3.45","0","0","-"
"43","Marc Staal","NYR","D","41","595.71666666667","14.529674796748","0.2","0.6","0.3","0.3","0.81","36.36","3.22","6.25","0.13","6.35","4.23","1.51","0.71","0.1","0.3","1.61","0.81","0.81","0","0","0.2","2.32","0.81","5.84","4.03","5.24","0","0","-"
"294","MacKenzie Weegar","FLA","D","36","608.4","16.9","0.39","0.99","0.39","0.59","1.38","42.42","5.62","7.02","0.3","9.66","6.71","2.96","0.69","0","0.69","1.97","0.69","0.49","0.2","0","0.59","2.86","1.97","5.72","5.52","3.94","0","0","-"
"307","Ryan Graves","COL","D","58","874.35","15.075","0.48","0.82","0.34","0.48","1.3","32.76","7.41","6.48","0.27","14.2","9.81","3.29","0.69","0.14","1.1","1.72","0.75","0.69","0.07","0","0.21","1.78","0.96","5.42","4.53","5.35","0","0","-"
"259","Jacob Trouba","NYR","D","59","1043.1333333333","17.680225988701","0.17","0.63","0.35","0.29","0.81","37.84","6.44","2.68","0.27","12.65","8.92","3.11","0.69","0.29","0.69","0.92","0.46","0.46","0","0","0.35","2.93","1.38","6.67","4.26","5.29","0","0","-"
"105","Tyler Myers","VAN","D","60","1045","17.416666666667","0.23","0.4","0.29","0.11","0.63","24.44","5.63","4.08","0.24","11.54","7.92","2.87","0.69","0.11","0.63","1.49","0.75","0.75","0","0","0.29","1.67","1.61","3.96","3.73","4.59","0","0","-"
"218","Joel Edmundson","CAR","D","59","884.58333333333","14.992937853107","0.27","0.75","0.2","0.54","1.02","39.47","4.68","5.80","0.23","9.36","6.51","2.51","0.68","0.27","1.09","2.24","1.02","0.95","0.07","0","0.81","2.31","1.22","6.04","4.27","3.46","0","0","-"
"475","Sean Walker","L.A","D","60","981.25","16.354166666667","0.18","0.67","0.49","0.18","0.86","38.89","5.69","3.23","0.3","12.78","8.56","3.49","0.67","0.18","0.92","0.98","0.49","0.49","0","0","0.24","2.81","1.35","3.79","6.66","3.73","0","0","-"
"250","Brady Skjei","NYR","D","58","1007.1833333333","17.365229885057","0.36","0.77","0.12","0.66","1.13","45.24","6.37","5.61","0.24","11.38","8.4","2.56","0.66","0.18","0.3","1.85","0.83","0.77","0.06","0","0.18","2.5","1.49","5.3","5","4.05","0","0","-"
"460","Mario Ferraro","S.J","D","53","736.01666666667","13.887106918239","0.08","0.41","0.16","0.24","0.49","24.00","3.91","2.08","0.17","8.8","5.95","1.96","0.65","0.08","0.65","1.3","0.65","0.65","0","0","0.41","0.9","1.06","7.58","9.7","3.1","0","0","-"
"236","Connor Murphy","CHI","D","48","841.85","17.538541666667","0.14","0.64","0.36","0.29","0.78","33.33","5.7","2.50","0.17","12.97","7.63","2.92","0.64","0.21","0.43","0.57","0.29","0.29","0","0","0.71","2.35","0.93","6.41","8.98","5.99","0","0","-"
"297","Carson Soucy","MIN","D","54","764.75","14.162037037037","0.39","0.55","0.47","0.08","0.94","34.29","4.39","8.93","0.19","8.24","6.28","2.51","0.63","0","0.47","0.47","0.24","0.24","0","0","0.63","1.02","1.26","4.71","4.39","3.22","0","0","-"
"298","Josh Brown","FLA","D","53","683.3","12.892452830189","0.26","0.44","0.09","0.35","0.7","26.67","3.95","6.67","0.2","8.08","5.71","1.23","0.61","0","0.53","1.84","0.7","0.61","0.09","0","0.97","1.84","0.61","6.41","5.97","3.86","0","0","-"
"62","Jeff Petry","MTL","D","62","1107.0666666667","17.855913978495","0.16","0.87","0.33","0.54","1.03","44.19","5.37","3.03","0.23","12.84","7.97","3.2","0.6","0.27","0.7","0.76","0.38","0.38","0","0","0.38","3.2","1.03","6.83","4.99","2.76","0","0","-"
"94","Alec Martinez","L.A","D","41","714.9","17.436585365854","0.08","0.42","0","0.42","0.5","20.00","3.27","2.56","0.13","8.56","5.2","1.85","0.59","0.17","0.59","1.09","0.42","0.34","0.08","0","0.34","1.76","0.42","2.35","3.94","5.62","0","0","-"
"326","Darnell Nurse","EDM","D","60","1133.8333333333","18.897222222222","0.21","0.9","0.42","0.48","1.11","36.84","6.51","3.25","0.23","13.49","9.15","3.76","0.58","0.53","0.32","1.38","0.69","0.69","0","0","0.37","1.85","1.01","6.72","3.12","4.07","0","0","-"
"320","Brett Pesce","CAR","D","59","1039.95","17.626271186441","0.23","0.69","0.4","0.29","0.92","30.19","5.13","4.49","0.21","11.25","7.62","3","0.58","0.23","0.58","1.04","0.46","0.46","0","0","0.23","1.67","1.9","1.15","3.92","3.75","0","0","-"
"243","Brad Hunt","MIN","D","50","622.98333333333","12.459666666667","0.48","0.39","0.29","0.1","0.87","33.33","5.97","8.06","0.22","9.73","7.61","2.22","0.58","0.48","0.87","0","0","0","0","0","0.1","1.16","0.87","0.96","2.5","2.79","0","0","-"
"429","Matt Roy","L.A","D","60","951.48333333333","15.858055555556","0.13","0.57","0.19","0.38","0.69","30.56","5.86","2.15","0.18","12.42","8.51","2.52","0.57","0.19","0.76","0.38","0.19","0.19","0","0","0.13","1.77","0.32","6.05","7","4.67","0","0","-"
"117","Marco Scandella","BUF, MTL","D","51","748.83333333333","14.683006535948","0.32","0.64","0.24","0.4","0.96","30.77","4.41","7.27","0.17","10.02","6.41","2.24","0.56","0.08","0.16","0.96","0.48","0.48","0","0","0.24","2.88","0.96","4.33","4.49","3.29","0","0","-"
"419","John Marino","PIT","D","51","856.06666666667","16.785620915033","0.21","0.98","0.63","0.35","1.19","44.74","3.57","5.88","0.17","9.25","5.4","2.38","0.56","0.21","0.84","1.26","0.63","0.63","0","0","0.49","2.31","1.89","4","8.83","3.78","0","0","-"
"282","Erik Gustafsson","CHI","D","59","983.01666666667","16.661299435028","0.24","0.67","0.31","0.37","0.92","30.00","3.91","6.25","0.21","9.58","5.98","2.38","0.55","0.24","0.37","1.04","0.43","0.37","0.06","0","0.31","3.05","1.28","4.52","5.62","3.05","0","0","-"
"200","John Klingberg","DAL","D","49","880.5","17.969387755102","0.2","0.61","0.27","0.34","0.82","40.00","4.91","4.17","0.22","12.74","7.56","3.27","0.55","0.14","0.95","0.55","0.27","0.27","0","0","0.27","3.54","1.23","1.36","5.93","3.82","0","0","-"
"428","Vladislav Gavrikov","CBJ","D","60","982.41666666667","16.373611111111","0.31","0.49","0.24","0.24","0.79","34.21","4.03","7.58","0.21","7.76","5.19","2.38","0.55","0.18","0.12","0.98","0.49","0.49","0","0","0.18","1.47","0.92","3.79","4.64","3.54","0","0","-"
"56","Andy Greene","N.J, NYI","D","55","869.66666666667","15.812121212121","0.14","0.48","0.34","0.14","0.62","29.03","3.04","4.55","0.16","7.11","4.97","1.86","0.55","0","0.34","0.83","0.41","0.41","0","0","0.14","1.86","0.62","1.59","3.73","6.62","0","0","-"
"77","Kevin Shattenkirk","T.B","D","60","992.4","16.54","0.36","1.03","0.54","0.48","1.39","44.23","5.38","6.74","0.19","10.28","7.07","2.42","0.54","0.06","0.3","0.97","0.48","0.48","0","0","0.3","1.63","1.27","3.14","5.14","3.51","0","0","-"
"430","Philippe Myers","PHI","D","42","671.2","15.980952380952","0.36","0.8","0.45","0.36","1.16","33.33","5.54","6.45","0.2","12.51","8.4","2.5","0.54","0","0.54","1.25","0.63","0.63","0","0","0.54","2.41","1.43","5.63","5.99","3.04","0","0","-"
"232","Jamie Oleksiak","DAL","D","60","887.06666666667","14.784444444444","0.14","0.41","0.27","0.14","0.54","30.77","4.53","2.99","0.18","8.93","6.29","2.77","0.54","0.2","0.68","1.89","0.74","0.61","0.14","0","0.14","2.71","1.42","8.59","4.33","3.52","0","0","-"
"112","John Carlson","WSH","D","59","1014.8833333333","17.201412429379","0.65","1.42","0.89","0.53","2.07","62.50","7.04","9.24","0.29","13.24","9.64","3.61","0.53","0.24","0.89","0.83","0.41","0.41","0","0","0.18","3.02","1.6","2.19","2.31","4.08","0","0","-"
"140","Oliver Ekman-Larsson","ARI","D","59","1011.4166666667","17.142655367232","0.3","0.71","0.3","0.42","1.01","47.22","5.58","5.32","0.2","11.09","7.77","2.55","0.53","0.24","0.71","1.07","0.47","0.47","0","0","0.53","1.78","0.59","5.87","5.58","2.43","0","0","-"
"173","Patrik Nemeth","DET","D","56","1010.7333333333","18.04880952381","0.06","0.3","0.18","0.12","0.36","23.08","3.98","1.49","0.19","8.13","5.94","2.49","0.53","0.18","0.53","1.31","0.59","0.59","0","0","0.18","2.32","0.3","3.5","5.7","3.03","0","0","-"
"244","Torey Krug","BOS","D","53","805.8","15.203773584906","0.3","0.67","0.3","0.37","0.97","33.33","5.81","5.13","0.22","12.29","8.04","2.76","0.52","0.15","0.15","1.34","0.67","0.67","0","0","0.82","2.16","1.41","2.16","4.17","2.76","0","0","-"
"411","Thomas Chabot","OTT","D","60","1261.2166666667","21.020277777778","0.24","0.76","0.52","0.24","1","44.68","5.71","4.17","0.22","12.56","7.99","3.14","0.52","0.14","0.71","1.24","0.62","0.62","0","0","0.33","2.71","1.38","3.09","4.57","3.28","0","0","-"
"253","Mike Matheson","FLA","D","52","821.55","15.799038461538","0.44","0.8","0.29","0.51","1.24","39.53","6.13","7.14","0.24","12.78","8.62","2.34","0.51","0","0.8","0.73","0.37","0.37","0","0","0.44","3.36","2.41","2.7","5.26","2.7","0","0","-"
"176","Justin Faulk","STL","D","60","1051.4333333333","17.523888888889","0.17","0.29","0.11","0.17","0.46","21.05","6.11","2.80","0.26","10.84","7.7","3.08","0.51","0.17","0.4","1.14","0.57","0.57","0","0","0","1.37","0.91","3.48","2.74","3.02","0","0","-"
"278","Jaccob Slavin","CAR","D","59","1075.3","18.225423728814","0.22","1.06","0.45","0.61","1.28","40.35","5.52","4.04","0.22","11.89","8.2","2.57","0.5","0.11","0.5","0.45","0.22","0.22","0","0","0.28","1.45","3.24","1.39","4.63","3.12","0","0","-"
"456","Nikita Zaitsev","OTT","D","47","844.11666666667","17.959929078014","0","0.43","0.28","0.14","0.43","22.22","2.84","0.00","0.12","7.82","4.62","2.13","0.5","0.14","0.43","0.57","0.28","0.28","0","0","0","1.85","0.92","5.54","4.98","5.19","0","0","-"
"289","Nate Schmidt","VGK","D","49","854.55","17.439795918367","0.28","0.98","0.35","0.63","1.26","48.65","4.99","5.63","0.21","10.32","6.39","2.53","0.49","0.35","0.35","0.7","0.35","0.35","0","0","0","2.18","1.69","1.4","2.53","4.21","0","0","-"
"452","Mikhail Sergachev","T.B","D","60","970.01666666667","16.166944444444","0.25","0.8","0.25","0.56","1.05","36.96","3.96","6.25","0.22","10.27","5.94","3.71","0.49","0.25","0.99","1.79","0.8","0.74","0.06","0","0.12","1.73","0.8","5.2","6.19","4.14","0","0","-"
"67","Korbinian Holzer","ANA","D","44","614.21666666667","13.95946969697","0.1","0.2","0","0.2","0.29","17.65","3.22","3.03","0.16","6.64","4.98","1.76","0.49","0.1","0.39","2.44","1.07","0.98","0.1","0","0.29","2.34","0.1","7.23","5.57","6.84","0","0","-"
"263","Colton Parayko","STL","D","53","1013.65","19.125471698113","0.24","0.47","0.18","0.3","0.71","30.77","6.45","3.67","0.24","11.6","8.94","2.6","0.47","0.24","0.41","0.59","0.3","0.3","0","0","0.3","1.54","1.36","3.61","4.74","4.62","0","0","-"
"273","Damon Severson","N.J","D","59","1013.2166666667","17.173163841808","0.24","0.71","0.41","0.3","0.95","47.06","3.26","7.27","0.18","7.17","4.68","2.01","0.47","0.18","0.3","0.83","0.41","0.41","0","0","0.36","2.66","1.13","3.38","2.49","4.03","0","0","-"
"285","Ben Hutton","L.A","D","56","900.45","16.079464285714","0.2","0.47","0.2","0.27","0.67","28.57","6","3.33","0.21","11.79","8.13","2.87","0.47","0.13","0.93","0.67","0.33","0.33","0","0","0.13","1.67","0.67","2.93","4.8","4.13","0","0","-"
"235","Oscar Klefbom","EDM","D","59","1053.9666666667","17.86384180791","0.17","0.63","0.17","0.46","0.8","35.90","6.21","2.75","0.21","12.35","8.99","2.45","0.46","0.11","0.57","0.91","0.4","0.4","0","0","0.23","2.56","1.37","1.88","6.32","7.4","0","0","-"
"27","Mark Giordano","CGY","D","54","911.21666666667","16.874382716049","0.13","0.66","0.26","0.4","0.79","33.33","6.39","2.06","0.23","14.35","9.48","3.36","0.46","0.2","1.19","1.19","0.59","0.59","0","0","0.4","1.84","1.38","1.91","4.54","5.93","0","0","-"
"457","Michal Kempny","WSH","D","49","807.86666666667","16.487074829932","0.22","0.97","0.45","0.52","1.19","34.78","4.38","5.08","0.19","10.62","6.83","2.45","0.45","0.22","0.82","1.04","0.52","0.52","0","0","0.15","2.23","0.52","2.3","4.83","3.94","0","0","-"
"54","Anton Stralman","FLA","D","60","1062.5666666667","17.709444444444","0.23","0.68","0.28","0.4","0.9","30.77","4.35","5.19","0.18","7.79","5.65","2.26","0.45","0.06","0.11","0.34","0.17","0.17","0","0","0.17","1.81","1.81","3.22","4.35","3.28","0","0","-"
"270","Adam Pelech","NYI","D","38","660.78333333333","17.389035087719","0.09","0.45","0.18","0.27","0.54","23.08","3.81","2.38","0.15","9.62","5.72","2.27","0.45","0.18","0.45","1.27","0.64","0.64","0","0","0.27","3.9","2.63","6.17","5.54","5.54","0","0","-"
"255","Cody Ceci","TOR","D","54","924.06666666667","17.112345679012","0.06","0.45","0.19","0.26","0.52","22.86","2.79","2.33","0.15","7.21","5","1.56","0.45","0.13","0.32","0.78","0.39","0.39","0","0","0.26","1.23","0.65","5.06","7.66","3.64","0","0","-"
"383","Noah Hanifin","CGY","D","61","1058.75","17.356557377049","0.23","0.34","0.11","0.23","0.57","25.00","5.67","4.00","0.27","11.28","8.39","2.72","0.45","0.23","0.34","0.34","0.17","0.17","0","0","0.17","2.78","1.47","3.85","2.15","3.8","0","0","-"
"418","Ivan Provorov","PHI","D","60","1062.8666666667","17.714444444444","0.17","0.28","0.17","0.11","0.45","18.60","4.85","3.49","0.21","9.15","6.49","2.43","0.45","0.28","0.62","0.9","0.45","0.45","0","0","0.51","2.77","0.45","3.1","5.31","3.67","0","0","-"
"142","Ryan Ellis","NSH","D","39","685.65","17.580769230769","0.26","1.31","0.7","0.61","1.58","36.00","5.6","4.69","0.19","10.59","7.18","2.8","0.44","0.18","0.53","0.35","0.18","0.18","0","0","0.61","1.93","0.96","2.89","3.41","4.64","0","0","-"
"107","Luca Sbisa","WPG","D","44","679.16666666667","15.435606060606","0.18","0.62","0.09","0.53","0.8","33.33","3.98","4.44","0.14","8.04","5.04","1.41","0.44","0.09","0.27","1.24","0.62","0.62","0","0","0.35","1.86","0.35","7.33","5.92","4.51","0","0","-"
"247","Morgan Rielly","TOR","D","46","859.18333333333","18.677898550725","0.14","1.05","0.49","0.56","1.19","38.64","6.35","2.20","0.24","13.69","9.78","3.07","0.42","0","0.21","1.54","0.77","0.77","0","0","0","2.23","0.84","2.37","4.82","3.35","0","0.07","0.00"
"334","Nikita Zadorov","COL","D","55","859.65","15.63","0.28","0.49","0.07","0.42","0.77","32.35","4.05","6.90","0.19","9.77","6.84","2.72","0.42","0.14","0.49","1.95","0.98","0.98","0","0","0.21","1.88","1.05","9.84","3.42","3.14","0","0","-"
"23","Shea Weber","MTL","D","56","992.21666666667","17.718154761905","0.36","0.79","0.48","0.3","1.15","40.43","6.83","5.31","0.24","14.09","10.88","2.48","0.42","0.24","0.97","1.09","0.54","0.54","0","0","0.48","3.14","0.36","5.08","2.6","3.93","0","0","-"
"115","Travis Hamonic","CGY","D","50","860.26666666667","17.205333333333","0.14","0.56","0.28","0.28","0.7","27.78","5.16","2.70","0.19","10.6","7.39","2.51","0.42","0.21","0.56","1.19","0.49","0.42","0.07","0","0.07","1.81","1.33","2.44","5.16","5.3","0","0","-"
"159","Ben Chiarot","MTL","D","60","1146.6666666667","19.111111111111","0.31","0.52","0.26","0.26","0.84","34.04","5.44","5.77","0.22","12.4","7.85","3.14","0.42","0.1","0.37","1.73","0.78","0.73","0.05","0","0.05","3.19","0.84","5.81","5.97","4.03","0","0","-"
"161","Nick Jensen","WSH","D","58","853.91666666667","14.722701149425","0","0.28","0.07","0.21","0.28","13.33","3.51","0.00","0.15","8.43","4.92","2.46","0.42","0.28","0.28","0.77","0.28","0.21","0.07","0","0.35","2.46","1.62","3.23","7.1","2.81","0","0","-"
"57","Alex Biega","DET","D","40","568.3","14.2075","0","0.21","0.21","0","0.21","18.18","3.91","0.00","0.17","9.29","6.86","1.79","0.42","0.32","0.53","1.27","0.63","0.63","0","0","0.63","1.9","0.21","9.08","6.02","3.59","0","0","-"
"480","Rasmus Dahlin","BUF","D","50","737.93333333333","14.758666666667","0.16","1.22","0.57","0.65","1.38","51.52","3.9","4.17","0.16","9.43","5.29","2.76","0.41","0.08","0.33","1.3","0.65","0.65","0","0","0.73","2.11","0.98","4.39","3.74","3.09","0","0","-"
"144","Dmitry Kulikov","WPG","D","41","733.35","17.886585365854","0.08","0.57","0.16","0.41","0.65","33.33","3.6","2.27","0.17","9.33","5.56","1.88","0.41","0.08","0.25","1.96","0.98","0.98","0","0","0.33","3.44","0.98","6.55","6.55","4.01","0","0","-"
"327","Rasmus Ristolainen","BUF","D","60","1018.6333333333","16.977222222222","0.18","0.65","0.41","0.24","0.82","33.33","4.48","3.95","0.14","8.07","5.95","1.94","0.41","0.12","0.35","1.41","0.71","0.71","0","0","0.18","1.12","0.65","8.72","6.71","3.06","0","0","-"
"266","Esa Lindell","DAL","D","60","1031.7666666667","17.196111111111","0.06","0.47","0.23","0.23","0.52","21.95","3.37","1.72","0.13","7.56","4.42","2.33","0.41","0","0.7","0.23","0.12","0.12","0","0","0.29","2.33","0.7","3.84","4.88","4.07","0","0","-"
"231","Jonas Brodin","MIN","D","59","1057.45","17.922881355932","0.11","0.91","0.45","0.45","1.02","39.13","4.48","2.53","0.14","8.68","6.13","2.33","0.4","0.28","0.34","0.68","0.34","0.34","0","0","0.17","0.74","0.45","1.7","4.65","4.31","0","0","-"
"153","Mattias Ekholm","NSH","D","58","1052.2666666667","18.142528735632","0.34","0.86","0.51","0.34","1.2","41.18","6.16","5.56","0.25","12.32","8.72","2.91","0.4","0.29","0.46","0.68","0.34","0.34","0","0","0.46","1.94","1.82","2.28","3.31","3.65","0","0","-"
